X,Y,Z,SPEED,ANGLE_CAM,ANGLE_BEETLE,TIME,ACCELERATION,MAP_ANGLE
-44.5505,1.8343,-823.1279,99,-0.4107,-0.5388,23.87417721748352,0.0,6.4635
-44.3826,1.856,-824.937,98,-0.4362,-0.803,23.920685291290283,0.0,6.1051
-44.2332,1.9032,-826.7545,99,0.1102,-0.5075,23.951690435409546,0.0,5.2073
-44.246,2.0453,-828.4468,92,-3.3651,-4.4295,23.998701095581055,0.0,3.9979
-44.2358,2.2789,-830.1875,94,-1.5524,-2.453,24.028704166412354,0.0,2.7884
-44.2117,2.5559,-831.9789,97,0.0181,-0.8092,24.077213525772095,0.0,1.5789
-44.1988,2.7056,-833.7958,98,0.2547,-0.0526,24.106217861175537,0.0,0.4599
-44.2285,3.1904,-835.3483,84,-0.6738,-0.9324,24.15322780609131,0.0,359.8372
-44.2509,3.4378,-837.1613,98,0.0934,0.0001,24.19923448562622,0.0,359.2928
-44.3648,3.7749,-838.962,98,-2.6664,-2.7392,24.230741262435913,0.0,359.1197
-44.5857,4.5864,-840.4056,79,-7.6,-7.638,24.277748346328735,0.0,358.9389
-44.7481,5.5204,-841.8781,80,-5.0403,-5.1321,24.308253049850464,0.0,358.836
-44.8017,6.3052,-843.5164,89,0.4319,-0.0001,24.354761362075806,0.0,358.1274
-44.8783,7.0715,-845.1735,90,0.4512,0.0402,24.40177011489868,0.0,357.3138
-44.9723,7.7889,-846.839,90,0.7424,0.0307,24.431774854660034,0.0,356.7378
-45.0911,8.4559,-848.5137,91,1.1015,0.3557,24.479782581329346,0.0,355.5858
-45.2353,9.0724,-850.1996,92,0.9455,0.5924,24.50928831100464,0.0,354.5194
-45.405,9.6379,-851.8986,92,1.0473,0.3511,24.5562961101532,0.0,353.9434
-45.601,10.1517,-853.6124,93,1.104,0.6852,24.60280442237854,0.0,352.7914
-45.8235,10.6131,-855.3427,94,0.815,0.6097,24.633309841156006,0.0,352.0635
-46.0711,11.0213,-857.0787,95,0.5162,0.2861,24.664315223693848,0.0,351.5969
-46.3423,11.3765,-858.8092,95,0.2411,0.066,24.711323738098145,0.0,351.0263
-46.6254,11.6786,-860.5355,95,0.1797,0.021,24.742329359054565,0.0,350.6668
-46.9202,11.9277,-862.2573,95,0.1051,0.0215,24.788336753845215,0.0,350.2612
-47.2191,12.1236,-863.976,94,0.065,0.008,24.827844381332397,0.0,350.1274
-47.5216,12.2665,-865.6916,94,0.0319,0.0072,24.87435293197632,0.0,349.9936
-47.8249,12.3564,-867.4046,94,0.0093,0.0025,24.904857873916626,0.0,349.956
-48.1291,12.3931,-869.1149,94,0.0193,0.0021,24.954366207122803,0.0,349.9131
-48.4329,12.3768,-870.8229,94,0.0306,0.0002,24.98587131500244,0.0,349.9131
-48.7363,12.3078,-872.5285,94,-0.0129,0.0004,25.04488205909729,0.0,349.9131
-49.0393,12.1863,-874.2316,94,0.0365,-0.0004,25.078888416290283,0.0,349.9131
-49.3446,12.0121,-875.9318,94,0.037,0.0046,25.10839343070984,0.0,349.8151
-49.6512,11.7854,-877.6293,93,0.0368,0.0033,25.15640163421631,0.0,349.7581
-49.9601,11.5061,-879.324,93,0.0513,0.0048,25.190907955169678,0.0,349.6668
-50.2714,11.1742,-881.0157,93,0.0636,0.0052,25.21941304206848,0.0,349.5664
-50.5878,10.7898,-882.704,93,0.1036,0.0098,25.270421266555786,0.0,349.3761
-50.9119,10.3527,-884.3883,93,0.0923,0.0145,25.31442952156067,0.0,349.0946
-51.2403,9.863,-886.0694,93,0.0817,0.009,25.34343433380127,0.0,348.9382
-51.5744,9.3208,-887.7468,93,0.0692,0.0111,25.392943620681763,0.0,348.7217
-51.9133,8.726,-889.4207,92,0.0691,0.0092,25.421948194503784,0.0,348.5456
-52.2572,8.0786,-891.0914,92,0.0493,0.0095,25.469456911087036,0.0,348.3608
-52.6037,7.3785,-892.759,92,0.0549,0.0058,25.51496386528015,0.0,348.2564
-52.9537,6.626,-894.4234,92,0.0528,0.007,25.548970222473145,0.0,348.1177
-53.3054,5.8208,-896.085,92,0.0461,0.0041,25.578975677490234,0.0,348.043
-53.6598,4.963,-897.7437,92,0.0554,0.0056,25.62598419189453,0.0,347.9335
-54.018,4.0526,-899.3992,92,0.0743,0.0076,25.67099165916443,0.0,347.7847
-54.3826,3.0897,-901.0508,92,0.2277,0.0128,25.719000101089478,0.0,347.5394
-54.7577,2.0742,-902.6978,91,0.2564,0.0202,25.750006675720215,0.0,347.1485
-55.1485,1.035,-904.3387,91,0.4682,0.0297,25.799513816833496,0.0,346.5725
-55.5596,-0.0053,-905.9721,91,0.3477,0.0385,25.827519178390503,0.0,345.8353
-55.9802,-0.1898,-907.6532,94,1.4439,0.6948,25.874026775360107,0.0,345.2593
-56.399,-0.2902,-909.3233,93,3.1598,1.8168,25.92053508758545,0.0,344.1073
-56.8992,-0.3283,-910.9323,91,1.3513,0.4315,25.96704363822937,0.0,342.2989
-57.4818,-0.3258,-912.5453,93,-0.9817,-0.3518,25.998048782348633,0.0,340.4926
-58.113,-0.329,-914.1467,93,-2.3149,-0.2004,26.029056310653687,0.0,338.6863
-58.8196,-0.2076,-915.6862,92,-4.8553,-1.5337,26.076064109802246,0.0,336.8799
-59.4907,-0.0966,-917.2504,92,-3.0807,-1.4926,26.122072458267212,0.0,338.2735
-60.0969,-0.0374,-918.8558,93,-0.0127,-0.3588,26.15357732772827,0.0,339.6694
